vivienda;hogar;variedad;descripcion;id_unidad_medida_presentacion;cantidad_unidades_presentacion;contenido_empaque_presentacion;id_unidad_medida;cantidad_inicial;cantidad_final;consumo_exclusivo_hogar;factor_anual
88;1;16;ACEITE;57;1;2;7;0.5;0.13;0.38;920.110143021533
63;1;16;ACEITE;57;1;64;4;1;0.5;0.5;788.6658368756
63;1;17;MANTEQUILLA;105;1;3;2;4;3.75;0.25;788.6658368756
63;1;18;SALAMI;NA;NA;NA;2;3.5;3.25;0.25;788.6658368756
63;1;20;SARDINAS EN ACEITE;63;2;10;4;2;0;2;788.6658368756
63;1;22;ATÚN EN AGUA;NA;NA;NA;63;4;0;4;788.6658368756
63;1;24;PLÁTANO VERDE;NA;NA;NA;1;8;0;8;788.6658368756
63;1;25;GUINEITO VERDE;NA;NA;NA;1;8;0;8;788.6658368756
63;1;26;PAPAS;NA;NA;NA;2;3;1;2;788.6658368756
63;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1;0;1;788.6658368756
63;1;28;HABICHUELAS ENLATADAS;63;1;425;3;3;3;0;788.6658368756
63;1;29;AZUCARES;NA;NA;NA;2;3;1.5;1.5;788.6658368756
63;1;30;CHOCOLATE O COCOA;23;1;28;3;8;8;0;788.6658368756
159;1;16;ACEITE;57;1;2;7;1;0.5;0.5;613.406762014355
159;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;0;2;613.406762014355
135;1;1;PANES;NA;NA;NA;1;4;0;4;920.110143021533
135;1;3;GALLETAS SALADAS;NA;NA;NA;1;6;0;6;920.110143021533
135;1;5;AVENA;56;1;1;2;1;0;1;920.110143021533
135;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;400;3;10;8;2;920.110143021533
135;1;7;ARROZ;NA;NA;NA;2;25;20;5;920.110143021533
135;1;9;POLLO;NA;NA;NA;2;1;1;0;920.110143021533
135;1;10;CARNE DE CERDO;NA;NA;NA;2;2;0;2;920.110143021533
135;1;13;LECHE LÍQUIDA;NA;NA;NA;7;3;2;1;920.110143021533
135;1;15;HUEVOS;NA;NA;NA;1;7;1;6;920.110143021533
278;1;1;PANES;NA;NA;NA;1;2;0;1;415.510416666666
278;1;4;HARÍNA DE MAÍZ;56;1;100;3;1;0;1;415.510416666666
278;1;5;AVENA;56;NA;600;3;1;0.5;0.5;415.510416666666
278;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;300;3;3;2;1;415.510416666666
135;1;16;ACEITE;NA;NA;NA;57;1.5;0.25;1.25;920.110143021533
278;1;7;ARROZ;NA;NA;NA;2;2;0;2;415.510416666666
278;1;13;LECHE LÍQUIDA;63;1;377;3;2;1;1;415.510416666666
135;1;17;MANTEQUILLA;105;2;227;3;0.5;0;0.5;920.110143021533
278;1;14;LECHE EN POLVO;63;1;800;3;0.5;0.25;0.25;415.510416666666
135;1;18;SALAMI;81;1;1;2;1;1;0;920.110143021533
278;1;15;HUEVOS;NA;NA;NA;1;8;2;6;415.510416666666
135;1;20;SARDINAS EN ACEITE;63;1;55;3;2;2;0;920.110143021533
135;1;26;PAPAS;NA;NA;NA;2;1;0;1;920.110143021533
278;1;16;ACEITE;57;1;96;5;0.5;0.25;0.25;415.510416666666
135;1;27;HABICHUELAS SUELTAS;56;1;1;2;0.5;0;0.5;920.110143021533
135;1;28;HABICHUELAS ENLATADAS;63;2;280;3;2;1;1;920.110143021533
135;1;29;AZUCARES;NA;NA;NA;2;2;1;1;920.110143021533
278;1;23;ATÚN EN ACEITE;NA;NA;NA;63;1;0;1;415.510416666666
135;1;30;CHOCOLATE O COCOA;99;2;26;3;2;0;2;920.110143021533
278;1;29;AZUCARES;NA;NA;NA;2;3;1;2;415.510416666666
97;1;1;PANES;NA;NA;NA;1;1;0;1;788.6658368756
97;1;4;HARÍNA DE MAÍZ;56;1;14;4;1;0;1;788.6658368756
97;1;5;AVENA;56;1;650;3;0.5;0;0.5;788.6658368756
97;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;400;3;5;4;1;788.6658368756
97;1;7;ARROZ;NA;NA;NA;2;5;2;3;788.6658368756
97;1;14;LECHE EN POLVO;56;1;800;3;0.5;0;0.5;788.6658368756
97;1;15;HUEVOS;NA;NA;NA;1;6;0;6;788.6658368756
97;1;16;ACEITE;57;1;1;57;0.25;0.12;0.12;788.6658368756
97;1;17;MANTEQUILLA;105;1;1;2;1;1;0;788.6658368756
97;1;22;ATÚN EN AGUA;63;1;142;3;3;3;0;788.6658368756
97;1;23;ATÚN EN ACEITE;63;1;142;3;2;2;0;788.6658368756
97;1;26;PAPAS;NA;NA;NA;2;0.25;0;0.25;788.6658368756
97;1;28;HABICHUELAS ENLATADAS;63;1;437;3;5;5;0;788.6658368756
97;1;29;AZUCARES;NA;NA;NA;2;2;2;0;788.6658368756
51;1;1;PANES;NA;NA;NA;1;50;50;0;788.6658368756
51;1;2;GALLETAS DULCES;56;6;2;4;1;0;1;788.6658368756
51;1;3;GALLETAS SALADAS;56;1;26;3;16;16;0;788.6658368756
51;1;4;HARÍNA DE MAÍZ;56;1;1;2;1;1;0;788.6658368756
51;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;454;3;5;5;0;788.6658368756
51;1;7;ARROZ;NA;NA;NA;2;10;10;0;788.6658368756
51;1;8;CARNE DE RES;NA;NA;NA;2;6;6;0;788.6658368756
51;1;14;LECHE EN POLVO;63;1;1500;3;1;0.5;0.5;788.6658368756
51;1;9;POLLO;NA;NA;NA;2;5;5;0;788.6658368756
51;1;10;CARNE DE CERDO;NA;NA;NA;2;4;4;0;788.6658368756
51;1;11;PESCADO;NA;NA;NA;2;1;1;0;788.6658368756
51;1;15;HUEVOS;NA;NA;NA;1;15;10;5;788.6658368756
51;1;17;MANTEQUILLA;105;1;200;3;1;0.5;0.5;788.6658368756
51;1;18;SALAMI;NA;NA;NA;2;1;1;0;788.6658368756
51;1;25;GUINEITO VERDE;NA;NA;NA;1;40;0;40;788.6658368756
51;1;26;PAPAS;NA;NA;NA;2;5;0;5;788.6658368756
51;1;29;AZUCARES;NA;NA;NA;2;5;5;0;788.6658368756
51;1;30;CHOCOLATE O COCOA;14;1;2;4;1;1;0;788.6658368756
51;1;31;NA;56;1;200;3;1;1;0;788.6658368756
51;1;32;NA;NA;NA;NA;2;6;0;6;788.6658368756
51;1;33;NA;8;1;1;3;1;1;0;788.6658368756
280;1;4;HARÍNA DE MAÍZ;56;1;14;4;1;0;1;415.510416666666
280;1;5;AVENA;56;NA;600;3;1;0;1;415.510416666666
280;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;NA;400;3;1;0.5;0.5;415.510416666666
280;1;7;ARROZ;NA;NA;NA;2;4;0;4;415.510416666666
280;1;16;ACEITE;NA;NA;NA;7;0.5;0.25;0.25;415.510416666666
280;1;24;PLÁTANO VERDE;NA;NA;NA;1;5;0;5;415.510416666666
280;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;2;0;415.510416666666
280;1;29;AZUCARES;NA;NA;NA;2;1;0;1;415.510416666666
52;1;1;PANES;NA;NA;NA;1;10;0;10;788.6658368756
52;1;9;POLLO;8;1;1;2;1;0;1;788.6658368756
52;1;3;GALLETAS SALADAS;23;1;1;4;10;4;6;788.6658368756
52;1;7;ARROZ;NA;NA;NA;2;10;6;4;788.6658368756
52;1;8;CARNE DE RES;8;1;3;2;1;0;1;788.6658368756
52;1;10;CARNE DE CERDO;8;1;3;2;1;0;1;788.6658368756
111;1;7;ARROZ;NA;NA;NA;2;30;8;22;788.6658368756
111;1;15;HUEVOS;NA;NA;NA;1;30;11;19;788.6658368756
111;1;16;ACEITE;57;1;2;7;1;0.25;0.75;788.6658368756
111;1;27;HABICHUELAS SUELTAS;56;1;2;2;2;1;1;788.6658368756
195;1;2;GALLETAS DULCES;NA;NA;NA;1;6;0;6;690.08260726615
195;1;3;GALLETAS SALADAS;NA;NA;NA;1;6;0;6;690.08260726615
195;1;4;HARÍNA DE MAÍZ;NA;NA;NA;56;10;5;5;690.08260726615
195;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;2;0;2;690.08260726615
195;1;7;ARROZ;NA;NA;NA;2;50;40;10;690.08260726615
195;1;8;CARNE DE RES;NA;NA;NA;2;5;0;5;690.08260726615
195;1;9;POLLO;NA;NA;NA;2;2;0;2;690.08260726615
195;1;13;LECHE LÍQUIDA;31;NA;1;7;2;0;2;690.08260726615
195;1;15;HUEVOS;NA;NA;NA;1;30;15;15;690.08260726615
195;1;16;ACEITE;NA;NA;NA;2;25;20;5;690.08260726615
195;1;17;MANTEQUILLA;105;1;425;3;1;0;1;690.08260726615
195;1;22;ATÚN EN AGUA;63;1;742;3;2;0;2;690.08260726615
195;1;26;PAPAS;NA;NA;NA;2;5;0;5;690.08260726615
206;1;2;GALLETAS DULCES;NA;NA;NA;1;3;0;3;920.110143021533
206;1;3;GALLETAS SALADAS;NA;NA;NA;1;12;7;5;920.110143021533
206;1;5;AVENA;56;1;500;3;1;0.25;0.15;920.110143021533
206;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;14;4;1;0;1;920.110143021533
206;1;7;ARROZ;NA;NA;NA;2;15;8;7;920.110143021533
206;1;9;POLLO;NA;NA;NA;2;1;0;1;920.110143021533
206;1;13;LECHE LÍQUIDA;31;1;1;7;1;0;1;920.110143021533
206;1;14;LECHE EN POLVO;98;1;120;3;1;0.5;0.5;920.110143021533
206;1;16;ACEITE;NA;NA;NA;57;0.75;0;0.75;920.110143021533
206;1;17;MANTEQUILLA;105;NA;NA;NA;1;0.5;0.5;920.110143021533
206;1;24;PLÁTANO VERDE;NA;NA;NA;1;5;2;3;920.110143021533
206;1;27;HABICHUELAS SUELTAS;56;1;2;2;1;0;1;920.110143021533
206;1;29;AZUCARES;NA;NA;NA;2;1;0;1;920.110143021533
206;1;30;CHOCOLATE O COCOA;56;1;8;4;3;2;1;920.110143021533
181;1;4;HARÍNA DE MAÍZ;56;1;1;2;3;3;0;613.406762014355
181;1;5;AVENA;56;1;23;4;3;0;3;613.406762014355
52;1;13;LECHE LÍQUIDA;31;1;1;7;4;2;2;788.6658368756
52;1;15;HUEVOS;NA;NA;NA;1;6;2;4;788.6658368756
52;1;16;ACEITE;57;1;56;4;1;0.75;0.25;788.6658368756
52;1;17;MANTEQUILLA;105;1;16;4;1;0.5;0.5;788.6658368756
52;1;24;PLÁTANO VERDE;NA;NA;NA;1;1;1;0;788.6658368756
52;1;26;PAPAS;NA;NA;NA;2;5;5;0;788.6658368756
52;1;27;HABICHUELAS SUELTAS;56;1;2;2;2;1.75;0.25;788.6658368756
52;1;29;AZUCARES;NA;NA;NA;2;5;4;1;788.6658368756
52;1;31;NA;NA;NA;NA;1;1;0.75;0.25;788.6658368756
136;1;4;HARÍNA DE MAÍZ;56;1;1;2;1;0;1;920.110143021533
136;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;400;3;2;0;2;920.110143021533
136;1;7;ARROZ;NA;NA;NA;2;20;18;2;920.110143021533
136;1;15;HUEVOS;NA;NA;NA;1;25;0;25;920.110143021533
136;1;18;SALAMI;81;1;1;2;1;0;1;920.110143021533
136;1;25;GUINEITO VERDE;NA;NA;NA;1;20;0;20;920.110143021533
136;1;29;AZUCARES;NA;NA;NA;2;1;0;1;920.110143021533
244;1;4;HARÍNA DE MAÍZ;56;1;14;4;0.5;0;0.5;345.916666666667
244;1;5;AVENA;56;1;16;4;0.5;0;0.5;345.916666666667
244;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;800;3;3;1;2;345.916666666667
244;1;16;ACEITE;57;1;128;4;0.5;0.25;0.25;345.916666666667
244;1;17;MANTEQUILLA;105;1;8;4;0.5;0.25;0.25;345.916666666667
244;1;25;GUINEITO VERDE;NA;NA;NA;1;7;0;7;345.916666666667
244;1;27;HABICHUELAS SUELTAS;56;1;2;2;2;0;2;345.916666666667
244;1;29;AZUCARES;56;1;2;2;1;0;1;345.916666666667
196;1;7;ARROZ;NA;NA;NA;2;25;11;14;690.08260726615
196;1;15;HUEVOS;NA;NA;NA;1;15;0;15;690.08260726615
196;1;16;ACEITE;NA;NA;NA;2;25;20;5;690.08260726615
196;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;3;0;3;690.08260726615
196;1;29;AZUCARES;NA;NA;NA;2;2;0;2;690.08260726615
25;1;1;PANES;NA;NA;NA;1;6;0;6;460.055071510766
25;1;2;GALLETAS DULCES;NA;NA;NA;1;5;0;5;460.055071510766
25;1;4;HARÍNA DE MAÍZ;NA;NA;NA;1;2;1;1;460.055071510766
25;1;5;AVENA;NA;NA;NA;2;1;0;1;460.055071510766
25;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;1;2;1;1;460.055071510766
25;1;7;ARROZ;NA;NA;NA;2;15;0;15;460.055071510766
25;1;9;POLLO;NA;NA;NA;2;3;0;3;460.055071510766
25;1;11;PESCADO;NA;NA;NA;2;2;0;2;460.055071510766
25;1;13;LECHE LÍQUIDA;NA;NA;NA;7;2;0;2;460.055071510766
25;1;15;HUEVOS;NA;NA;NA;1;15;0;15;460.055071510766
25;1;16;ACEITE;NA;NA;NA;57;1;0.5;0.5;460.055071510766
25;1;17;MANTEQUILLA;105;NA;NA;NA;1;0;1;460.055071510766
424;1;1;PANES;56;1;12;1;1;0;1;416.444999999999
424;1;2;GALLETAS DULCES;8;1;12;1;0.5;0;0.5;416.444999999999
424;1;3;GALLETAS SALADAS;8;1;12;1;1;0;1;416.444999999999
424;1;4;HARÍNA DE MAÍZ;56;1;1;2;3;1;2;416.444999999999
424;1;5;AVENA;56;1;550;3;0.5;0;0.5;416.444999999999
424;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;1;2;1;0;1;416.444999999999
424;1;7;ARROZ;NA;NA;NA;2;45;30;15;416.444999999999
424;1;15;HUEVOS;NA;NA;NA;1;15;0;15;416.444999999999
424;1;16;ACEITE;57;1;235;5;0.5;0;0.5;416.444999999999
424;1;18;SALAMI;NA;NA;NA;2;0.75;0;0.75;416.444999999999
424;1;21;PICA PICA;63;1;280;3;3;1;2;416.444999999999
424;1;25;GUINEITO VERDE;NA;NA;NA;1;50;0;50;416.444999999999
387;1;1;PANES;NA;NA;NA;1;5;0;5;462.716666666665
387;1;2;GALLETAS DULCES;NA;NA;NA;1;3;0;3;462.716666666665
387;1;3;GALLETAS SALADAS;NA;NA;NA;1;6;0;6;462.716666666665
387;1;7;ARROZ;NA;NA;NA;2;25;5;20;462.716666666665
387;1;16;ACEITE;57;1;128;4;1;0.5;0.5;462.716666666665
387;1;24;PLÁTANO VERDE;NA;NA;NA;1;15;0;15;462.716666666665
387;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;3;0;3;462.716666666665
387;1;29;AZUCARES;NA;NA;NA;2;1;0;1;462.716666666665
375;1;4;HARÍNA DE MAÍZ;56;1;397;3;2;0;2;347.037499999999
375;1;5;AVENA;56;1;650;3;1;0.5;0.5;347.037499999999
375;1;16;ACEITE;87;1;16;4;1;0;1;347.037499999999
375;1;17;MANTEQUILLA;105;1;425;3;1;0.5;0.5;347.037499999999
290;1;1;PANES;56;NA;NA;NA;12;0;12;594.921428571427
290;1;7;ARROZ;NA;NA;NA;2;46;30;16;594.921428571427
290;1;16;ACEITE;57;1;64;4;1.3;0.2;1.1;594.921428571427
302;1;1;PANES;56;NA;NA;NA;10;0;10;277.006944444444
302;1;4;HARÍNA DE MAÍZ;56;1;1;2;3;3;0;277.006944444444
302;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;1;2;1;1;0;277.006944444444
302;1;13;LECHE LÍQUIDA;31;1;1;7;3;3;0;277.006944444444
302;1;15;HUEVOS;NA;NA;NA;1;30;30;0;277.006944444444
302;1;16;ACEITE;NA;NA;NA;57;1;0.5;0.5;277.006944444444
302;1;17;MANTEQUILLA;25;1;425;3;2;0.5;0;277.006944444444
302;1;18;SALAMI;NA;NA;NA;2;2.5;0;2.5;277.006944444444
422;1;1;PANES;56;1;12;1;0.5;0;0.5;416.444999999999
422;1;3;GALLETAS SALADAS;8;1;10;1;0.5;0;0.5;416.444999999999
291;1;1;PANES;56;NA;NA;NA;8;0;8;594.921428571427
291;1;4;HARÍNA DE MAÍZ;NA;NA;NA;4;30;30;0;594.921428571427
291;1;5;AVENA;NA;NA;NA;3;900;700;100;594.921428571427
291;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;3;800;800;0;594.921428571427
291;1;7;ARROZ;NA;NA;NA;2;5;0;5;594.921428571427
291;1;16;ACEITE;57;1;3;7;0.25;0;0.25;594.921428571427
291;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;4;4;0;594.921428571427
291;1;29;AZUCARES;NA;NA;NA;2;3;3;0;594.921428571427
291;1;30;CHOCOLATE O COCOA;NA;NA;NA;4;6;2;4;594.921428571427
697;1;7;ARROZ;NA;NA;NA;2;6;2;4;388.725348119211
697;1;16;ACEITE;57;1;250;4;0.5;0;0.5;388.725348119211
697;1;24;PLÁTANO VERDE;NA;NA;NA;1;30;0;30;388.725348119211
688;1;1;PANES;NA;NA;NA;1;6;2;4;200.087641866331
688;1;5;AVENA;56;1;1;2;0.5;0;0.5;200.087641866331
688;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;2;0.5;1.5;200.087641866331
688;1;7;ARROZ;NA;NA;NA;2;8;5;3;200.087641866331
688;1;10;CARNE DE CERDO;NA;NA;NA;2;0.5;0;0.5;200.087641866331
688;1;15;HUEVOS;NA;NA;NA;1;4;0;4;200.087641866331
688;1;16;ACEITE;57;1;68;4;0.25;0;0.25;200.087641866331
688;1;18;SALAMI;NA;NA;NA;2;0.5;0;0.5;200.087641866331
688;1;29;AZUCARES;NA;NA;NA;2;2;0.5;1.5;200.087641866331
688;1;30;CHOCOLATE O COCOA;NA;NA;NA;1;6;1;5;200.087641866331
556;1;9;POLLO;NA;NA;NA;2;1.5;0;1.5;247.370676075862
556;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1;0;1;247.370676075862
505;1;1;PANES;56;1;12;1;2;0;2;462.716666666665
555;1;6;FIEDOS O SPAGUETTIS (PASTAS);23;1;7;4;3;0;3;247.370676075862
555;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;4;0;4;247.370676075862
760;1;4;HARÍNA DE MAÍZ;56;1;1;2;3;2;1;171.628230616302
760;1;5;AVENA;NA;NA;NA;2;0.5;0;0.5;171.628230616302
760;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;0.5;0;0.5;171.628230616302
760;1;7;ARROZ;NA;NA;NA;2;0.5;0;0.5;171.628230616302
760;1;13;LECHE LÍQUIDA;63;1;315;3;1;0;1;171.628230616302
760;1;16;ACEITE;20;1;1;7;1;0;1;171.628230616302
760;1;19;SARDINAS EN AGUA;63;1;3;4;2;0;2;171.628230616302
760;1;3;GALLETAS SALADAS;NA;NA;NA;1;2;0;2;171.628230616302
760;1;29;AZUCARES;NA;NA;NA;2;2;0;2;171.628230616302
760;1;30;CHOCOLATE O COCOA;99;10;1;4;10;8;2;171.628230616302
831;1;4;HARÍNA DE MAÍZ;56;1;16;4;2;0;2;187.230797035965
807;1;7;ARROZ;NA;NA;NA;2;20;10;10;205.953876739562
807;1;16;ACEITE;57;1;1000;5;2;0.5;1.5;205.953876739562
938;1;7;ARROZ;NA;NA;NA;2;50;25;25;144.875
868;1;4;HARÍNA DE MAÍZ;56;1;14;4;1;0;1;228.837640821735
868;1;5;AVENA;56;1;2;2;4;2;2;228.837640821735
868;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;400;3;1;0;1;228.837640821735
868;1;73;NA;97;1;50;2;30;20;10;228.837640821735
868;1;10;CARNE DE CERDO;NA;NA;NA;2;2;0;2;228.837640821735
868;1;11;PESCADO;NA;NA;NA;2;3;0;3;228.837640821735
868;1;16;ACEITE;57;1;2;7;1;0.5;0.5;228.837640821735
868;1;17;MANTEQUILLA;105;1;425;3;0.5;0.25;0.25;228.837640821735
868;1;22;ATÚN EN AGUA;NA;NA;NA;63;4;1;3;228.837640821735
868;1;24;PLÁTANO VERDE;NA;NA;NA;1;27;10;17;228.837640821735
868;1;26;PAPAS;NA;NA;NA;2;6;0;6;228.837640821735
868;1;29;AZUCARES;NA;NA;NA;2;10;2;8;228.837640821735
868;1;30;CHOCOLATE O COCOA;87;1;8;4;1;0.5;0.5;228.837640821735
865;1;5;AVENA;56;1;100;3;1;0;1;228.837640821735
865;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;350;3;1;0;1;228.837640821735
865;1;7;ARROZ;NA;NA;NA;2;17;8;9;228.837640821735
865;1;14;LECHE EN POLVO;63;1;900;3;0.5;0;0.5;228.837640821735
865;1;15;HUEVOS;NA;NA;NA;1;12;4;8;228.837640821735
865;1;16;ACEITE;57;1;2;7;0.5;0;0.5;228.837640821735
865;1;18;SALAMI;NA;NA;NA;2;2;0;2;228.837640821735
865;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1;0;1;228.837640821735
746;1;1;PANES;NA;NA;NA;1;10;0;0;272.107743683448
746;1;2;GALLETAS DULCES;8;10;2;4;10;0;0;272.107743683448
746;1;3;GALLETAS SALADAS;23;1;20;3;20;0;0;272.107743683448
746;1;4;HARÍNA DE MAÍZ;56;1;14;4;2;1;1;272.107743683448
746;1;5;AVENA;56;1;550;3;1;0.25;0.5;272.107743683448
746;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;400;3;4;2;2;272.107743683448
746;1;7;ARROZ;56;1;2;2;3;1;2;272.107743683448
746;1;9;POLLO;NA;NA;NA;2;6;0;6;272.107743683448
746;1;13;LECHE LÍQUIDA;63;1;315;3;5;2;3;272.107743683448
746;1;14;LECHE EN POLVO;63;1;1800;3;1;0.75;0.25;272.107743683448
746;1;15;HUEVOS;NA;NA;NA;1;30;10;20;272.107743683448
746;1;16;ACEITE;57;1;2;4;1;0.75;0.25;272.107743683448
746;1;17;MANTEQUILLA;105;1;425;3;1;0.75;0.25;272.107743683448
746;1;18;SALAMI;81;1;3;2;1;0.75;0.25;272.107743683448
746;1;20;SARDINAS EN ACEITE;63;1;125;3;4;0;4;272.107743683448
746;1;21;PICA PICA;63;1;155;3;2;0;2;272.107743683448
746;1;24;PLÁTANO VERDE;NA;NA;NA;1;5;0;5;272.107743683448
746;1;25;GUINEITO VERDE;NA;NA;NA;1;15;0;15;272.107743683448
746;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;4;0;4;272.107743683448
746;1;29;AZUCARES;NA;NA;NA;2;7;4;3;272.107743683448
746;1;30;CHOCOLATE O COCOA;23;1;26;3;10;1;9;272.107743683448
745;1;1;PANES;NA;NA;NA;1;2;0;2;272.107743683448
745;1;2;GALLETAS DULCES;8;1;1;4;8;0;8;272.107743683448
745;1;5;AVENA;56;1;185;3;1;0.5;0.5;272.107743683448
745;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;400;3;1;0.5;0.5;272.107743683448
745;1;7;ARROZ;NA;NA;NA;2;25;8;17;272.107743683448
745;1;13;LECHE LÍQUIDA;31;1;1;7;1;0;1;272.107743683448
745;1;16;ACEITE;57;1;2;7;1;0.25;0.75;272.107743683448
745;1;24;PLÁTANO VERDE;NA;NA;NA;1;3;0;3;272.107743683448
745;1;25;GUINEITO VERDE;NA;NA;NA;1;2;0;2;272.107743683448
745;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;0;2;272.107743683448
745;1;29;AZUCARES;NA;NA;NA;2;1;0;1;272.107743683448
745;1;30;CHOCOLATE O COCOA;23;1;26;3;8;0;8;272.107743683448
652;1;1;PANES;NA;NA;NA;1;12;0;12;247.370676075862
652;1;5;AVENA;56;1;650;3;1;0;1;247.370676075862
652;1;14;LECHE EN POLVO;63;1;2200;3;0.25;0;0.25;247.370676075862
652;1;15;HUEVOS;NA;NA;NA;1;15;0;15;247.370676075862
652;1;16;ACEITE;57;1;4;7;0.25;0;0.25;247.370676075862
652;1;17;MANTEQUILLA;105;1;425;3;1;0;1;247.370676075862
652;1;24;PLÁTANO VERDE;NA;NA;NA;1;16;0;16;247.370676075862
652;1;29;AZUCARES;NA;NA;NA;2;1;0;1;247.370676075862
554;1;25;GUINEITO VERDE;NA;NA;NA;1;12;0;12;247.370676075862
554;1;29;AZUCARES;NA;NA;NA;2;3;0;3;247.370676075862
484;1;3;GALLETAS SALADAS;NA;NA;NA;1;6;0;6;594.921428571427
484;1;1;PANES;56;NA;NA;NA;6;0;6;594.921428571427
484;1;7;ARROZ;NA;NA;NA;2;10;8;2;594.921428571427
484;1;13;LECHE LÍQUIDA;31;1;1;7;2;0;2;594.921428571427
484;1;15;HUEVOS;NA;NA;NA;1;30;20;10;594.921428571427
484;1;16;ACEITE;57;1;64;4;0.5;0;0.5;594.921428571427
484;1;22;ATÚN EN AGUA;63;1;155;3;4;2;2;594.921428571427
484;1;26;PAPAS;NA;NA;NA;2;10;2;8;594.921428571427
484;1;29;AZUCARES;NA;NA;NA;2;5;3;2;594.921428571427
505;1;5;AVENA;NA;NA;NA;2;0.5;0;0.5;462.716666666665
505;1;7;ARROZ;NA;NA;NA;2;5;0;5;462.716666666665
505;1;9;POLLO;NA;NA;NA;2;2.5;0;2.5;462.716666666665
505;1;15;HUEVOS;NA;NA;NA;1;20;11;9;462.716666666665
505;1;19;SARDINAS EN AGUA;NA;NA;NA;2;1.5;0;0;462.716666666665
505;1;22;ATÚN EN AGUA;NA;NA;NA;63;1;1;0;462.716666666665
505;1;24;PLÁTANO VERDE;NA;NA;NA;1;9;0;9;462.716666666665
505;1;29;AZUCARES;NA;NA;NA;2;2;0.5;1.5;462.716666666665
625;1;2;GALLETAS DULCES;8;1;28;3;3;0;3;181.897856242119
625;1;3;GALLETAS SALADAS;8;1;26;3;2;0;2;181.897856242119
625;1;4;HARÍNA DE MAÍZ;56;1;14;4;4;3;1;181.897856242119
625;1;5;AVENA;56;NA;NA;NA;0.5;0;0.5;181.897856242119
625;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;56;1;1;0;181.897856242119
625;1;15;HUEVOS;NA;NA;NA;1;5;0;5;181.897856242119
566;1;1;PANES;NA;NA;NA;117;0.25;0;0.25;340.13467960431
566;1;2;GALLETAS DULCES;8;1;45;3;3;0;3;340.13467960431
566;1;3;GALLETAS SALADAS;8;1;26;3;6;0;6;340.13467960431
625;1;16;ACEITE;NA;NA;NA;87;0.5;0.25;0.25;181.897856242119
566;1;5;AVENA;56;1;200;3;1;1;0;340.13467960431
566;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;2;1;1;340.13467960431
566;1;7;ARROZ;NA;NA;NA;2;25;2;23;340.13467960431
566;1;8;CARNE DE RES;NA;NA;NA;2;2;0;2;340.13467960431
625;1;18;SALAMI;NA;NA;NA;2;0.25;0;0.25;181.897856242119
566;1;9;POLLO;NA;NA;NA;2;2.5;0;2.5;340.13467960431
566;1;10;CARNE DE CERDO;NA;NA;NA;2;3;1.5;1.5;340.13467960431
566;1;13;LECHE LÍQUIDA;31;1;1;7;0.5;0;0.5;340.13467960431
566;1;15;HUEVOS;NA;NA;NA;1;15;4;11;340.13467960431
566;1;16;ACEITE;57;1;2;2;1;0.5;0.5;340.13467960431
566;1;17;MANTEQUILLA;105;1;16;4;1;0.5;0.5;340.13467960431
566;1;23;ATÚN EN ACEITE;63;1;140;3;1;0;1;340.13467960431
566;1;26;PAPAS;NA;NA;NA;2;2;1;1;340.13467960431
566;1;29;AZUCARES;NA;NA;NA;2;10;2;8;340.13467960431
637;1;16;ACEITE;57;1;2;7;0.75;0.25;0.5;247.370676075862
