id_variedad;descripcion;id_unidad_medida_presentacion;frecuencia_real;pct_acumulado
413;Espinaca;8.0;4;99.0
6031;Gomitas dulces;8.0;4;99.0
323;Guineo maduro (banano);66.0;3;99.0
60;Harina de panqueques;56.0;3;99.0
264;Queso crema;105.0;3;99.0
4460;Ciruela deshidratada;8.0;3;99.0
76;Corn Flakes (incluye rice flakes, cereales de chocolates, frutas y demás);63.0;3;99.0
257;Leche maternizada (sustituto de lactancia materna, hasta 1 año);23.0;3;99.0
76;Corn Flakes (incluye rice flakes, cereales de chocolates, frutas y demás);25.0;3;99.0
3810;Espirales;23.0;3;99.0
447;Maíz enlatado;60.0;3;99.0
552;Sazón en polvo;23.0;3;99.1
336;Naranja agria;98.0;3;99.1
441;Habichuelas blancas enlatadas (alubias);63.0;3;99.1
488;Esquimalito;56.0;3;99.1
400;Zanahoria;56.0;3;99.1
476;Habichuelas con dulce;115.0;3;99.1
427;Lechuga repollada;56.0;3;99.1
396;Apio planta, apio gusto;92.0;3;99.1
559;Bija entera en granos;98.0;3;99.1
375;Guandules secos;60.0;3;99.1
4460;Ciruela deshidratada;56.0;3;99.1
4076;Mabí de naranja servido;20.0;3;99.1
214;Tilapia;8.0;3;99.1
493;Helados de sabores artificiales;105.0;3;99.1
259;Suplementos alimenticios (Ensure y similares);55.0;3;99.1
493;Helados de sabores artificiales;56.0;3;99.1
404;Berro;8.0;3;99.1
499;Caramelos, chicles;98.0;3;99.1
237;Sardinas en salsa de tomate;23.0;3;99.1
634;Clerén;87.0;3;99.1
643;Sangría;20.0;3;99.1
245;Leche semidescremada liquida con UHT;63.0;3;99.1
105;Bistec de palomilla;8.0;3;99.1
4896;Sirup para panques;87.0;3;99.1
245;Leche semidescremada liquida con UHT;20.0;3;99.1
2775;Fécula de maíz (Maicena);23.0;3;99.1
2775;Fécula de maíz (Maicena);25.0;3;99.1
263;Queso blanco de freír;8.0;3;99.1
3073;Guandules blanditos;60.0;3;99.1
656;Tabaco para masticar;56.0;3;99.1
457;Papas fritas (snack y picaderas);87.0;3;99.1
544;Aderezos para sándwich;55.0;3;99.1
74;Cereales con frutas;23.0;3;99.1
113;Filete de pechuga (deshuesada) de pollo;8.0;3;99.1
598;Jugo concentrado de fruit-punch;20.0;3;99.1
254;Leche evaporada;98.0;3;99.1
77;Granola;8.0;3;99.1
5834;Avena integral;56.0;3;99.1
178;Salami súper especial;79.0;3;99.2
293;Aceite de soya;115.0;3;99.2
5864;Fresalina;63.0;3;99.2
578;Gelatina en polvo;8.0;3;99.2
590;Soda amarga;87.0;3;99.2
587;Cocoa y chocolate en polvo;105.0;3;99.2
561;Extracto de vainilla;87.0;3;99.2
610;Jugo envasado de naranja;1.0;3;99.2
410;Ajo;47.0;3;99.2
8392;Mabí de tamarindo;20.0;3;99.2
78;Cereales integrales (corn flakes integral, bran flakes y demás);56.0;3;99.2
615;Jugo envasado de uvas;87.0;3;99.2
7372;Vinagre de manzana;87.0;3;99.2
6653;Cazabe con ajo;8.0;3;99.2
606;Jugo envasado de chinola;87.0;3;99.2
5908;Almendras;56.0;3;99.2
3585;Habichuela roja con coco en lata;63.0;3;99.2
243;Leche entera liquida con UHT;1.0;3;99.2
655;Tabaco en andullo;98.0;3;99.2
548;Preparado líquido de Salsa de tomate (Ragú y similares);63.0;3;99.2
600;Jugo concentrado de naranja;20.0;3;99.2
303;Margarina;56.0;3;99.2
551;Salsa picante;20.0;3;99.2
612;Jugo envasado de piña;87.0;3;99.2
18;Galletas de harina / Galleta de manteca;1.0;3;99.2
356;Nueces y semillas surtidas;98.0;3;99.2
6454;Leche líquida saborizada sin lactosa;23.0;3;99.2
532;Pimienta en polvo;87.0;3;99.2
563;Pimienta en granos;56.0;3;99.2
6105;Jugo envasado de limón;87.0;3;99.2
368;Habichuelas pintas secas;60.0;3;99.2
554;Vinagre dorado;8.0;3;99.2
21;Galletas integrales;23.0;3;99.2
295;Aceite de coco;87.0;3;99.2
598;Jugo concentrado de fruit-punch;31.0;3;99.2
527;Malagueta;56.0;3;99.2
6469;Té frio envasado;20.0;3;99.2
613;Jugo envasado de tamarindo;31.0;3;99.2
259;Suplementos alimenticios (Ensure y similares);23.0;2;99.2
247;Leche descremada liquida con UHT;63.0;2;99.3
237;Sardinas en salsa de tomate;60.0;2;99.3
609;Jugo envasado de melocotón;63.0;2;99.3
523;Canela en astilla;48.0;2;99.3
181;Salchichas alemanas, suizas;63.0;2;99.3
182;Salchichas de carne de cerdo;63.0;2;99.3
186;Salchichas de carne de pavo;63.0;2;99.3
612;Jugo envasado de piña;63.0;2;99.3
242;Leche fresca o cruda de vaca;23.0;2;99.3
587;Cocoa y chocolate en polvo;8.0;2;99.3
341;Uvas rojas;8.0;2;99.3
322;Guayaba;56.0;2;99.3
323;Guineo maduro (banano);8.0;2;99.3
541;Mayonesa;105.0;2;99.3
260;Queso cheddar amarillo;79.0;2;99.3
262;Queso blanco corriente;8.0;2;99.3
581;Café molido;48.0;2;99.3
586;Chocolate en barra;1.0;2;99.3
245;Leche semidescremada liquida con UHT;23.0;2;99.3
600;Jugo concentrado de naranja;23.0;2;99.3
260;Queso cheddar amarillo;1.0;2;99.3
322;Guayaba;8.0;2;99.3
415;Puerro;8.0;2;99.3
23;Galletas saladas;63.0;2;99.3
23;Galletas saladas;87.0;2;99.3
560;Canela en polvo;87.0;2;99.3
306;Mantequilla de maní;105.0;2;99.3
566;Vainilla negra;20.0;2;99.3
307;Mantequilla;25.0;2;99.3
299;Aceite de maní;87.0;2;99.3
293;Aceite de soya;63.0;2;99.3
565;Vainilla blanca;20.0;2;99.3
297;Aceite de oliva;105.0;2;99.3
569;Caldo de pollo (Sopita Concentrada);31.0;2;99.3
5743;Mashmellow;56.0;2;99.3
282;Leche de coco;60.0;2;99.3
579;Snacks y picaderas de todo tipo (excepto papitas fritas);99.0;2;99.3
573;Compota;1.0;2;99.3
573;Compota;105.0;2;99.3
578;Gelatina en polvo;56.0;2;99.3
328;Limón agrio;8.0;2;99.3
330;Limoncillo;56.0;2;99.3
346;Pera;8.0;2;99.3
269;Queso picantino parmesano rallado;56.0;2;99.3
575;Cremora;55.0;2;99.3
576;Polvo para hornear;98.0;2;99.3
281;Leche de soya;31.0;2;99.3
556;Vinagre balsámico;98.0;2;99.3
600;Jugo concentrado de naranja;98.0;2;99.3
221;Camarones;56.0;2;99.3
599;Jugo concentrado de guayaba;31.0;2;99.3
459;Azúcar morena;98.0;2;99.3
395;Ají morrón;8.0;2;99.3
396;Apio planta, apio gusto;12.0;2;99.3
392;Ají grande (cubanela);56.0;2;99.3
5212;Queso fundido;87.0;2;99.3
5692;Té frio en polvo;8.0;2;99.3
4398;Chenchen;56.0;2;99.3
5732;Chía (semilla);56.0;2;99.4
434;Aceitunas verdes rellenas;87.0;2;99.4
410;Ajo;87.0;2;99.4
435;Alcaparrado (aceitunas y alcaparras);56.0;2;99.4
429;Zucchini;8.0;2;99.4
430;Molondrones;8.0;2;99.4
5049;Jugo envasado de cereza;23.0;2;99.4
53;Tortilla de maíz (para tacos);98.0;2;99.4
58;Harina de trigo;8.0;2;99.4
58;Harina de trigo;98.0;2;99.4
5042;Palitos de ajo;8.0;2;99.4
5212;Queso fundido;63.0;2;99.4
404;Berro;56.0;2;99.4
408;Cebolla roja;56.0;2;99.4
433;Aceitunas verdes con semillas;55.0;2;99.4
434;Aceitunas verdes rellenas;98.0;2;99.4
324;Guineo verde (guineíto);1.0;2;99.4
552;Sazón en polvo;48.0;2;99.4
3925;Cranberry (fruta);8.0;2;99.4
401;Tomates de ensalada;56.0;2;99.4
469;Mermeladas, dietéticas o no, jarabe de fructuosa;87.0;2;99.4
66;Arroz selecto;87.0;2;99.4
67;Arroz corriente;8.0;2;99.4
3810;Espirales;8.0;2;99.4
76;Corn Flakes (incluye rice flakes, cereales de chocolates, frutas y demás);60.0;2;99.4
4702;Helado en paleta a base de leche;56.0;2;99.4
62;Sémola de maíz;56.0;2;99.4
73;Cereales de arroz;56.0;2;99.4
501;Paletas, mentas;8.0;2;99.4
60;Harina de panqueques;23.0;2;99.4
4611;Donas de azucar;23.0;2;99.4
4149;Galletas rellenas de queso;23.0;2;99.4
4149;Galletas rellenas de queso;56.0;2;99.4
4199;Salchicha de pollo;8.0;2;99.4
4261;Aceite de ajonjolí;87.0;2;99.4
4374;Agrio de naranja;20.0;2;99.4
4406;Maíz triturado (para chaca, chenchén, etc.);56.0;2;99.4
2551;Guandules con coco;60.0;2;99.4
645;Cerveza clara;1.0;2;99.4
645;Cerveza clara;8.0;2;99.4
491;Helados de fruta a base de leche;25.0;2;99.4
502;Sirope de chocolate;87.0;2;99.4
3807;Macarrones;25.0;2;99.4
5882;Bizcocho envasado de maíz;98.0;2;99.4
6579;Mabí de chinola;87.0;2;99.4
57;Maicena (fécula de maíz) /Maicera (harina de maíz procesada);31.0;2;99.4
8201;Mabí de chinola sin envasar;20.0;2;99.4
403;Berenjena corriente;1.0;2;99.4
403;Berenjena corriente;8.0;2;99.4
281;Leche de soya;63.0;2;99.4
22;Galletas María;8.0;2;99.4
23;Galletas saladas;23.0;2;99.4
5864;Fresalina;87.0;2;99.4
24;Galletas de Avena / Granola;56.0;2;99.4
2;Pan sobado;98.0;2;99.4
547;Salsa Alfredo, de queso y similares;98.0;2;99.4
19;Galletas de soda;1.0;2;99.4
6545;Mabí de limón;87.0;2;99.4
6199;Costillita ahumada;8.0;2;99.5
6440;Bizcocho envasado con mermelada;56.0;2;99.5
5958;Tortilla de trigo;8.0;2;99.5
6456;Leche en polvo entera sin lactosa;56.0;2;99.5
6105;Jugo envasado de limón;20.0;2;99.5
6;Pan baguette blanco;56.0;2;99.5
6;Pan baguette blanco;117.0;2;99.5
17;Galletas con ajonjolí;56.0;2;99.5
307;Mantequilla;87.0;2;99.5
313;Plátano maduro;56.0;2;99.5
556;Vinagre balsámico;20.0;2;99.5
5876;Linaza;56.0;2;99.5
185;Salchichas tipo Viena;8.0;2;99.5
624;Ron blanco;33.0;2;99.5
649;Malta;1.0;2;99.5
649;Malta;63.0;2;99.5
652;Cigarrillos con filtro;8.0;2;99.5
656;Tabaco para masticar;98.0;2;99.5
132;Costillas-pecho de cerdo;8.0;2;99.5
90;Pastas integrales;8.0;2;99.5
160;Lacón ahumado;8.0;2;99.5
498;Bombones y chocolates dulces;1.0;2;99.5
6986;Bollo de maíz con coco crudo;8.0;2;99.5
501;Paletas, mentas;25.0;2;99.5
101;Pecho;8.0;2;99.5
375;Guandules secos;56.0;2;99.5
638;Vino tinto;87.0;2;99.5
356;Nueces y semillas surtidas;8.0;2;99.5
541;Mayonesa;20.0;2;99.5
317;Chinola;63.0;2;99.5
534;Orégano;87.0;2;99.5
604;Jugo concentrado de uva;31.0;2;99.5
177;Salami corriente;79.0;2;99.5
608;Jugo envasado de manzana;8.0;2;99.5
588;Refrescos;8.0;2;99.5
177;Salami corriente;8.0;2;99.5
371;Habichuelas blanditas;56.0;2;99.5
233;Filete de bacalao;8.0;2;99.5
373;Garbanzos;56.0;2;99.5
2668;Café negro;98.0;2;99.5
108;Carne corriente de res;56.0;2;99.5
110;Pollo fresco;23.0;2;99.5
110;Pollo fresco;56.0;2;99.5
104;Filete;8.0;2;99.5
3242;Galleta con queso;56.0;2;99.5
3504;Bizcocho envasado de chocolate;56.0;2;99.5
2473;Azafrán;23.0;2;99.5
2473;Azafrán;87.0;2;99.5
98;Carne no. 7;8.0;2;99.5
443;Habichuelas rojas enlatadas;60.0;2;99.5
445;Hongos y champiñones enlatados;63.0;2;99.5
167;Jamón cocido;8.0;2;99.5
77;Granola;23.0;2;99.5
3589;Macarons;23.0;2;99.5
385;Yuca;56.0;2;99.5
376;Guandules verdes desgranados;56.0;2;99.5
525;Clavo dulce;8.0;2;99.5
350;Cajuil;87.0;2;99.6
506;Sal molida refinada;105.0;2;99.6
514;Cilantro;92.0;2;99.6
518;Hojas de Menta;98.0;2;99.6
171;Jamón picnic;8.0;2;99.6
143;Hígado de res;8.0;2;99.6
625;Ron dorado;87.0;2;99.6
164;Chorizos;8.0;2;99.6
477;Majarete;63.0;2;99.6
14;Pan de sándwich rebanado integral;117.0;1;99.6
8872;Apio en conserva;87.0;1;99.6
2;Pan sobado;79.0;1;99.6
5871;Agua de coco envasada (coco rico);87.0;1;99.6
5875;Cúrcuma;8.0;1;99.6
5875;Cúrcuma;98.0;1;99.6
5876;Linaza;63.0;1;99.6
5876;Linaza;87.0;1;99.6
5876;Linaza;98.0;1;99.6
5882;Bizcocho envasado de maíz;8.0;1;99.6
5834;Avena integral;8.0;1;99.6
5834;Avena integral;98.0;1;99.6
5835;Harina integral;98.0;1;99.6
5850;Jugo envasado de guayaba;23.0;1;99.6
5871;Agua de coco envasada (coco rico);20.0;1;99.6
24;Galletas de Avena / Granola;63.0;1;99.6
24;Galletas de Avena / Granola;98.0;1;99.6
24;Galletas de Avena / Granola;105.0;1;99.6
32;Palomitas de maíz para microondas;8.0;1;99.6
32;Palomitas de maíz para microondas;98.0;1;99.6
41;Gofio;56.0;1;99.6
5790;Pan de linaza;8.0;1;99.6
21;Galletas integrales;98.0;1;99.6
410;Ajo;48.0;1;99.6
412;Coliflor;8.0;1;99.6
417;Repollo corriente;79.0;1;99.6
419;Tayota;8.0;1;99.6
419;Tayota;56.0;1;99.6
420;Tomate Barceló o Bugalú;82.0;1;99.6
406;Brócolis y coliflores congelados;8.0;1;99.6
407;Cebolla blanca;8.0;1;99.6
53;Tortilla de maíz (para tacos);87.0;1;99.6
56;Harinas de maíz;23.0;1;99.6
56;Harinas de maíz;25.0;1;99.6
23;Galletas saladas;99.0;1;99.6
420;Tomate Barceló o Bugalú;98.0;1;99.6
431;Maíz en mazorca tierno;8.0;1;99.6
431;Maíz en mazorca tierno;56.0;1;99.6
431;Maíz en mazorca tierno;98.0;1;99.6
5692;Té frio en polvo;56.0;1;99.6
5692;Té frio en polvo;105.0;1;99.6
5717;Casabe con maní;8.0;1;99.6
4920;Leche líquida con vainilla;31.0;1;99.6
4999;Kiwi;87.0;1;99.6
5049;Jugo envasado de cereza;20.0;1;99.6
5049;Jugo envasado de cereza;63.0;1;99.6
52;Churros sin relleno;98.0;1;99.6
5741;Yogurt orgánico;115.0;1;99.6
5744;Majarete en polvo;23.0;1;99.6
5752;Caldo de pollo en polvo;23.0;1;99.6
20;Galletas dulces;1.0;1;99.6
20;Galletas dulces;14.0;1;99.6
20;Galletas dulces;31.0;1;99.6
5049;Jugo envasado de cereza;87.0;1;99.6
5164;Dulce de cereza;87.0;1;99.6
293;Aceite de soya;105.0;1;99.6
293;Aceite de soya;107.0;1;99.6
294;Aceite de girasol;20.0;1;99.6
578;Gelatina en polvo;63.0;1;99.6
578;Gelatina en polvo;87.0;1;99.6
579;Snacks y picaderas de todo tipo (excepto papitas fritas);63.0;1;99.6
255;Leche condensada;47.0;1;99.6
573;Compota;8.0;1;99.6
294;Aceite de girasol;87.0;1;99.6
297;Aceite de oliva;56.0;1;99.6
297;Aceite de oliva;114.0;1;99.6
299;Aceite de maní;20.0;1;99.6
299;Aceite de maní;98.0;1;99.6
287;Huevos criollos (gallina);31.0;1;99.6
288;Huevos de granja (gallina);23.0;1;99.6
288;Huevos de granja (gallina);25.0;1;99.6
565;Vainilla blanca;55.0;1;99.6
565;Vainilla blanca;56.0;1;99.6
567;Colorante vegetal;98.0;1;99.6
569;Caldo de pollo (Sopita Concentrada);24.0;1;99.6
268;Queso mozzarella;56.0;1;99.6
269;Queso picantino parmesano rallado;8.0;1;99.6
558;Bija en polvo;20.0;1;99.6
561;Extracto de vainilla;98.0;1;99.6
317;Chinola;8.0;1;99.6
317;Chinola;25.0;1;99.6
547;Salsa Alfredo, de queso y similares;55.0;1;99.6
300;Aceite de canola;56.0;1;99.6
303;Margarina;48.0;1;99.6
303;Margarina;60.0;1;99.6
303;Margarina;114.0;1;99.6
304;Margarina dietética;105.0;1;99.6
342;Uvas verdes;8.0;1;99.6
346;Pera;56.0;1;99.6
347;Sandía (patilla);8.0;1;99.6
544;Aderezos para sándwich;63.0;1;99.6
326;Lechosa;56.0;1;99.6
328;Limón agrio;1.0;1;99.6
331;Mandarina;56.0;1;99.6
341;Uvas rojas;23.0;1;99.6
545;Pasta de tomate(**);1.0;1;99.6
545;Pasta de tomate(**);25.0;1;99.6
545;Pasta de tomate(**);31.0;1;99.6
545;Pasta de tomate(**);105.0;1;99.6
546;Salsa china;55.0;1;99.7
546;Salsa china;56.0;1;99.7
546;Salsa china;115.0;1;99.7
341;Uvas rojas;56.0;1;99.7
269;Queso picantino parmesano rallado;55.0;1;99.7
275;Yogurt bebible saborizado;56.0;1;99.7
275;Yogurt bebible saborizado;105.0;1;99.7
275;Yogurt bebible saborizado;114.0;1;99.7
356;Nueces y semillas surtidas;105.0;1;99.7
363;Coctel de Frutas en almíbar;63.0;1;99.7
365;Ajonjolí;8.0;1;99.7
544;Aderezos para sándwich;105.0;1;99.7
573;Compota;20.0;1;99.7
574;Cremas de vegetales;63.0;1;99.7
575;Cremora;105.0;1;99.7
283;Leche de almendra;20.0;1;99.7
283;Leche de almendra;23.0;1;99.7
571;Sopa instantánea (sopa china);63.0;1;99.7
571;Sopa instantánea (sopa china);105.0;1;99.7
571;Sopa instantánea (sopa china);114.0;1;99.7
220;Calamares;8.0;1;99.7
221;Camarones;8.0;1;99.7
231;Filete de arenque;8.0;1;99.7
232;Bacalao;87.0;1;99.7
598;Jugo concentrado de fruit-punch;23.0;1;99.7
600;Jugo concentrado de naranja;25.0;1;99.7
602;Jugo concentrado de piña;23.0;1;99.7
588;Refrescos;63.0;1;99.7
265;Queso de hoja;63.0;1;99.7
243;Leche entera liquida con UHT;47.0;1;99.7
256;Leches reforzadas con hierro y minerales (fórmula infantil),;31.0;1;99.7
257;Leche maternizada (sustituto de lactancia materna, hasta 1 año);20.0;1;99.7
257;Leche maternizada (sustituto de lactancia materna, hasta 1 año);98.0;1;99.7
260;Queso cheddar amarillo;23.0;1;99.7
212;Salmón;8.0;1;99.7
212;Salmón;63.0;1;99.7
581;Café molido;20.0;1;99.7
582;Café soluble instantáneo;23.0;1;99.7
243;Leche entera liquida con UHT;98.0;1;99.7
247;Leche descremada liquida con UHT;8.0;1;99.7
247;Leche descremada liquida con UHT;20.0;1;99.7
251;Leche en polvo entera;23.0;1;99.7
260;Queso cheddar amarillo;56.0;1;99.7
260;Queso cheddar amarillo;87.0;1;99.7
323;Guineo maduro (banano);91.0;1;99.7
276;Yogurt con trozos de frutas;114.0;1;99.7
277;Yogurt bebible natural;55.0;1;99.7
280;Crema de leche;23.0;1;99.7
252;Leche en polvo semidescremada;63.0;1;99.7
254;Leche evaporada;1.0;1;99.7
580;Suplementos alimenticios balanceados en polvo (proteínas);63.0;1;99.7
580;Suplementos alimenticios balanceados en polvo (proteínas);99.0;1;99.7
366;Habichuelas blancas secas;56.0;1;99.7
367;Habichuelas negras secas;8.0;1;99.7
369;Habichuelas rojas secas;60.0;1;99.7
525;Clavo dulce;56.0;1;99.7
525;Clavo dulce;87.0;1;99.7
353;Trozos de caña;8.0;1;99.7
355;Maní tostado;8.0;1;99.7
356;Nueces y semillas surtidas;87.0;1;99.7
319;Fresa;56.0;1;99.7
528;Nuez moscada;8.0;1;99.7
528;Nuez moscada;87.0;1;99.7
529;Manzanilla;8.0;1;99.7
530;Flor de tilo;8.0;1;99.7
530;Flor de tilo;56.0;1;99.7
532;Pimienta en polvo;8.0;1;99.7
365;Ajonjolí;98.0;1;99.7
587;Cocoa y chocolate en polvo;23.0;1;99.7
379;Lentejas;56.0;1;99.7
379;Lentejas;98.0;1;99.7
380;Maní con o sin cáscara, sin procesar;87.0;1;99.7
534;Orégano;8.0;1;99.7
536;Ajo en pasta;47.0;1;99.7
536;Ajo en pasta;55.0;1;99.7
541;Mayonesa;8.0;1;99.7
588;Refrescos;115.0;1;99.7
589;Refrescos de dieta;20.0;1;99.7
589;Refrescos de dieta;87.0;1;99.7
591;Bebidas energizantes (911, Vive100 y similares);63.0;1;99.7
597;Jugo concentrado de chinola;20.0;1;99.7
586;Chocolate en barra;63.0;1;99.7
586;Chocolate en barra;87.0;1;99.7
587;Cocoa y chocolate en polvo;20.0;1;99.7
618;Jugo envasado de Aloe;31.0;1;99.7
116;Carne molida de pollo;8.0;1;99.7
117;Carne de gallina;8.0;1;99.7
209;Mero;8.0;1;99.7
611;Jugo envasado de pera;98.0;1;99.7
612;Jugo envasado de piña;20.0;1;99.7
613;Jugo envasado de tamarindo;87.0;1;99.7
615;Jugo envasado de uvas;8.0;1;99.7
234;Mariscos en conserva;8.0;1;99.7
235;Sardinas en aceite;8.0;1;99.7
239;Salmón ahumado enlatado;63.0;1;99.7
242;Leche fresca o cruda de vaca;63.0;1;99.7
615;Jugo envasado de uvas;98.0;1;99.7
616;Jugo envasado de coctel de frutas (fruit punch);47.0;1;99.7
616;Jugo envasado de coctel de frutas (fruit punch);98.0;1;99.7
616;Jugo envasado de coctel de frutas (fruit punch);115.0;1;99.7
608;Jugo envasado de manzana;98.0;1;99.7
609;Jugo envasado de melocotón;8.0;1;99.7
609;Jugo envasado de melocotón;87.0;1;99.7
242;Leche fresca o cruda de vaca;114.0;1;99.7
243;Leche entera liquida con UHT;8.0;1;99.7
602;Jugo concentrado de piña;31.0;1;99.7
606;Jugo envasado de chinola;23.0;1;99.7
606;Jugo envasado de chinola;115.0;1;99.7
587;Cocoa y chocolate en polvo;48.0;1;99.7
174;Longaniza;31.0;1;99.7
174;Longaniza;108.0;1;99.7
174;Longaniza;113.0;1;99.7
176;Mortadela;1.0;1;99.7
178;Salami súper especial;45.0;1;99.7
608;Jugo envasado de manzana;1.0;1;99.7
608;Jugo envasado de manzana;63.0;1;99.8
383;Yautía blanca;56.0;1;99.8
385;Yuca;1.0;1;99.8
385;Yuca;8.0;1;99.8
386;Papas;1.0;1;99.8
506;Sal molida refinada;63.0;1;99.8
378;Arvejas;8.0;1;99.8
378;Arvejas;56.0;1;99.8
378;Arvejas;63.0;1;99.8
507;Sal marina;8.0;1;99.8
509;Pimientos maduros en polvo;98.0;1;99.8
513;Albahaca;87.0;1;99.8
515;Cilantrico o verdura;20.0;1;99.8
515;Cilantrico o verdura;91.0;1;99.8
515;Cilantrico o verdura;99.0;1;99.8
380;Maní con o sin cáscara, sin procesar;98.0;1;99.8
383;Yautía blanca;8.0;1;99.8
183;Salchichas de hot-dog;23.0;1;99.8
183;Salchichas de hot-dog;56.0;1;99.8
493;Helados de sabores artificiales;115.0;1;99.8
497;Hielo casero;98.0;1;99.8
522;Anís;56.0;1;99.8
523;Canela en astilla;53.0;1;99.8
524;Canelilla;87.0;1;99.8
351;Carambola;56.0;1;99.8
186;Salchichas de carne de pavo;8.0;1;99.8
189;Pepperoni;63.0;1;99.8
203;Chillo;8.0;1;99.8
204;Cojinúa;8.0;1;99.8
206;Colorado;8.0;1;99.8
207;Dorado;8.0;1;99.8
207;Dorado;87.0;1;99.8
178;Salami súper especial;81.0;1;99.8
133;Carne molida de cerdo;8.0;1;99.8
134;Patica de cerdo;8.0;1;99.8
88;Spaghetti;87.0;1;99.8
89;Tallarines;8.0;1;99.8
89;Tallarines;23.0;1;99.8
90;Pastas integrales;23.0;1;99.8
90;Pastas integrales;56.0;1;99.8
92;Lasagña;25.0;1;99.8
158;Hamburguesas para cocinar de carne;8.0;1;99.8
159;Chuleta ahumada;56.0;1;99.8
161;Tocineta;8.0;1;99.8
123;Pico y pala de pollo;8.0;1;99.8
125;Lomo de Cerdo;8.0;1;99.8
126;Masa de cerdo;8.0;1;99.8
127;Pierna de cerdo;8.0;1;99.8
128;Carne corriente de cerdo;56.0;1;99.8
161;Tocineta;56.0;1;99.8
165;Jamón ahumado;8.0;1;99.8
167;Jamón cocido;79.0;1;99.8
173;Jamoneta;81.0;1;99.8
620;Jugo de frutas en polvo;23.0;1;99.8
143;Hígado de res;31.0;1;99.8
147;Riñón de res;8.0;1;99.8
154;Carne ahumada de pollo;8.0;1;99.8
379;Lentejas;8.0;1;99.8
183;Salchichas de hot-dog;63.0;1;99.8
184;Salchichas de freír;63.0;1;99.8
620;Jugo de frutas en polvo;48.0;1;99.8
620;Jugo de frutas en polvo;63.0;1;99.8
622;Ron extra añejo (extra viejo y similares);87.0;1;99.8
623;Ron añejo;87.0;1;99.8
627;Rones saborizados;20.0;1;99.8
501;Paletas, mentas;99.0;1;99.8
502;Sirope de chocolate;55.0;1;99.8
503;Turrones;23.0;1;99.8
373;Garbanzos;8.0;1;99.8
498;Bombones y chocolates dulces;25.0;1;99.8
499;Caramelos, chicles;14.0;1;99.8
499;Caramelos, chicles;15.0;1;99.8
499;Caramelos, chicles;24.0;1;99.8
399;Auyama;1.0;1;99.8
399;Auyama;8.0;1;99.8
374;Guandules verdes en cáscara;56.0;1;99.8
374;Guandules verdes en cáscara;60.0;1;99.8
375;Guandules secos;63.0;1;99.8
376;Guandules verdes desgranados;8.0;1;99.8
376;Guandules verdes desgranados;48.0;1;99.8
499;Caramelos, chicles;99.0;1;99.8
652;Cigarrillos con filtro;56.0;1;99.8
655;Tabaco en andullo;56.0;1;99.8
656;Tabaco para masticar;8.0;1;99.8
635;Ponches;31.0;1;99.8
636;Triculí;20.0;1;99.8
638;Vino tinto;114.0;1;99.8
640;Vino moscatel (La Fuerza y similares);87.0;1;99.8
398;Remolacha;56.0;1;99.8
95;Boliche limpio;8.0;1;99.8
656;Tabaco para masticar;87.0;1;99.8
657;Tabaco para pipa;56.0;1;99.8
660;Estupefacientes: marihuana, opio, cocaína y sus derivados;98.0;1;99.8
1310;Fósforos;25.0;1;99.8
1536;Bicarbonato de sodio;56.0;1;99.8
88;Spaghetti;1.0;1;99.8
646;Cerveza con niveles bajos de alcohol;20.0;1;99.8
3508;Bizcocho envasado de zanahoria;56.0;1;99.8
3571;Masa para empanada de harina;98.0;1;99.8
3581;Yogurt batido;115.0;1;99.8
83;Maíz en grano;63.0;1;99.8
84;Maíz para hacer rositas (palomitas);8.0;1;99.8
86;Coditos;25.0;1;99.8
86;Coditos;87.0;1;99.8
3080;Vegetales mixtos empacados;8.0;1;99.8
2672;Jugo de pera-piña;115.0;1;99.8
1892;Alimentos para animales;87.0;1;99.8
2076;Tacos;8.0;1;99.8
96;Cadera limpia;8.0;1;99.8
97;Carne molida de res;56.0;1;99.8
100;Rotí;8.0;1;99.8
106;Rabo de res;8.0;1;99.8
3504;Bizcocho envasado de chocolate;8.0;1;99.8
2702;Ron añejo servido;20.0;1;99.8
2710;Vino tinto servido;20.0;1;99.8
2785;Harina de maíz dulce;56.0;1;99.9
2546;Pollo enlatado;63.0;1;99.9
2551;Guandules con coco;31.0;1;99.9
2615;Sopa de pollo;98.0;1;99.9
2665;Agua purificada servida (Dasani, Planeta Azul y similares);87.0;1;99.9
2671;Jugo de avena;20.0;1;99.9
499;Caramelos, chicles;31.0;1;99.9
499;Caramelos, chicles;87.0;1;99.9
491;Helados de fruta a base de leche;56.0;1;99.9
491;Helados de fruta a base de leche;84.0;1;99.9
492;Malteada (helados);115.0;1;99.9
2673;Jugo sin envasar de cereza;31.0;1;99.9
2682;Jugo sin envasar de naranja;31.0;1;99.9
2682;Jugo sin envasar de naranja;98.0;1;99.9
399;Auyama;56.0;1;99.9
400;Zanahoria;1.0;1;99.9
400;Zanahoria;63.0;1;99.9
400;Zanahoria;82.0;1;99.9
401;Tomates de ensalada;8.0;1;99.9
464;Edulcorantes naturales (Fructosa y similares);56.0;1;99.9
396;Apio planta, apio gusto;100.0;1;99.9
397;Rábano;8.0;1;99.9
484;Dulces de navidad surtidos;31.0;1;99.9
487;Palitos de coco;56.0;1;99.9
467;Dulce de leche;8.0;1;99.9
467;Dulce de leche;87.0;1;99.9
467;Dulce de leche;105.0;1;99.9
