id_vivienda;id_hogar;id_hogar_unico;id_variedad;descripcion;id_unidad_medida_presentacion;id_unidad_medida;Q;cantidad_inicial;cantidad_final;factor_anual;unidad_a_convertir;fc_universal;fc_especifico;fc;descripcion_engih;enhance_id;fuente;tipo_equivalencia;validado;edible;PM
4293;1;4293_1;6;FIEDOS O SPAGUETTIS (PASTAS);56;2;0.5;2.5;2;694.074999999998;56;NA;NA;NA;FIEDOS O SPAGUETTIS (PASTAS);70213060;INCAP;directa;TRUE;1,00;7
4293;1;4293_1;7;ARROZ;NA;2;3;3;0;694.074999999998;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
4293;1;4293_1;9;POLLO;8;2;3;3;0;694.074999999998;8;NA;NA;NA;POLLO;70203019;INCAP;sustituto_por_criterio;TRUE;0,68;7
4293;1;4293_1;13;LECHE LÍQUIDA;31;7;1;1;0;694.074999999998;31;NA;NA;NA;LECHE LíQUIDA;70201015;INCAP;directa;TRUE;1,00;7
4293;1;4293_1;16;ACEITE;57;4;0.15;0.15;0;694.074999999998;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
4293;1;4293_1;24;PLÁTANO VERDE;NA;1;5;5;0;694.074999999998;1;NA;NA;NA;PLÁTANO VERDE;70212131;INCAP;directa;TRUE;0,66;7
4293;1;4293_1;28;HABICHUELAS ENLATADAS;63;3;1;2;1;694.074999999998;63;NA;NA;NA;HABICHUELAS ENLATADAS;70209057;INCAP;sustituto_por_criterio;TRUE;1,00;7
4293;1;4293_1;30;CHOCOLATE O COCOA;87;4;0.25;0.5;0.25;694.074999999998;87;NA;NA;NA;CHOCOLATE O COCOA;70217047;INCAP;requiere_revision;TRUE;1,00;7
4522;1;4522_1;1;PANES;NA;1;15;18;3;332.408333333333;1;NA;NA;NA;PANES;70214131;INCAP;sustituto_por_criterio;TRUE;1,00;7
4560;1;4560_1;27;HABICHUELAS SUELTAS;NA;2;1.5;1.5;0;181.897856242119;2;453.592;NA;453.592;HABICHUELAS SUELTAS;70209050;INCAP;directa;TRUE;1,00;7
2070;1;2070_1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;2;1;1;0;552.06608581292;2;453.592;NA;453.592;FIEDOS O SPAGUETTIS (PASTAS);70213060;INCAP;directa;TRUE;1,00;7
2070;1;2070_1;7;ARROZ;NA;2;10;10;0;552.06608581292;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
2070;1;2070_1;8;CARNE DE RES;NA;2;3;3;0;552.06608581292;2;453.592;NA;453.592;CARNE DE RES;70205022;INCAP;sustituto_por_criterio;TRUE;0,95;7
2070;1;2070_1;16;ACEITE;57;4;0.5;0.5;0;552.06608581292;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
2070;1;2070_1;20;SARDINAS EN ACEITE;63;3;1;1;0;552.06608581292;63;NA;NA;NA;SARDINAS EN ACEITE;70208039;INCAP;directa;TRUE;1,00;7
2070;1;2070_1;25;GUINEITO VERDE;NA;1;1;1;0;552.06608581292;1;NA;NA;NA;GUINEITO VERDE;70212011;INCAP;directa;TRUE;0,66;7
2070;1;2070_1;27;HABICHUELAS SUELTAS;NA;2;5;5;0;552.06608581292;2;453.592;NA;453.592;HABICHUELAS SUELTAS;70209050;INCAP;directa;TRUE;1,00;7
2715;1;2715_1;27;HABICHUELAS SUELTAS;NA;2;3;10;7;166.739701555276;2;453.592;NA;453.592;HABICHUELAS SUELTAS;70209050;INCAP;directa;TRUE;1,00;7
2715;1;2715_1;31;NA;NA;2;1;2;1;166.739701555276;2;453.592;NA;453.592;NA;NA;NA;NA;NA;NA;7
2715;1;2715_1;32;NA;NA;2;0.5;1;0.5;166.739701555276;2;453.592;NA;453.592;NA;NA;NA;NA;NA;NA;7
2716;1;2716_1;5;AVENA;56;3;0.5;1;0.5;166.739701555276;56;NA;NA;NA;AVENA;70213008;INCAP;directa;TRUE;1,00;7
2716;1;2716_1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;2;0;5;5;166.739701555276;2;453.592;NA;453.592;FIEDOS O SPAGUETTIS (PASTAS);70213060;INCAP;directa;TRUE;1,00;7
2716;1;2716_1;7;ARROZ;NA;2;15;115;100;166.739701555276;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
2716;1;2716_1;14;LECHE EN POLVO;NA;2;2;5;3;166.739701555276;2;453.592;NA;453.592;LECHE EN POLVO;7025;INCAP;directa;TRUE;1,00;7
2716;1;2716_1;16;ACEITE;57;7;0;70;70;166.739701555276;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
2716;1;2716_1;17;MANTEQUILLA;105;3;0;0.5;0.5;166.739701555276;105;NA;NA;NA;MANTEQUILLA;70216015;INCAP;requiere_revision;TRUE;1,00;7
2716;1;2716_1;19;SARDINAS EN AGUA;63;3;0;2;2;166.739701555276;63;NA;NA;NA;SARDINAS EN AGUA;26139190;FNDDS;directa;TRUE;1,00;7
2716;1;2716_1;27;HABICHUELAS SUELTAS;NA;2;7;15;8;166.739701555276;2;453.592;NA;453.592;HABICHUELAS SUELTAS;70209050;INCAP;directa;TRUE;1,00;7
2478;1;2478_1;5;AVENA;8;2;0.5;0.5;0;416.444999999999;8;NA;NA;NA;AVENA;70213008;INCAP;directa;TRUE;1,00;7
2478;1;2478_1;6;FIEDOS O SPAGUETTIS (PASTAS);8;2;2;2;0;416.444999999999;8;NA;NA;NA;FIEDOS O SPAGUETTIS (PASTAS);70213060;INCAP;directa;TRUE;1,00;7
2478;1;2478_1;7;ARROZ;56;2;5;5;0;416.444999999999;56;NA;NA;NA;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
2478;1;2478_1;13;LECHE LÍQUIDA;31;5;1;1;0;416.444999999999;31;NA;NA;NA;LECHE LíQUIDA;70201015;INCAP;directa;TRUE;1,00;7
2478;1;2478_1;15;HUEVOS;NA;1;18;18;0;416.444999999999;1;NA;NA;NA;HUEVOS;70202002;INCAP;directa;TRUE;0,88;7
2478;1;2478_1;16;ACEITE;57;4;0.5;0.5;0;416.444999999999;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
2478;1;2478_1;29;AZUCARES;56;2;2;2;0;416.444999999999;56;NA;NA;NA;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
2346;1;2346_1;3;GALLETAS SALADAS;NA;1;12;12;0;694.074999999998;1;NA;NA;NA;GALLETAS SALADAS;70214010;INCAP;directa;TRUE;1,00;7
2346;1;2346_1;18;SALAMI;NA;2;2;2;0;694.074999999998;2;453.592;453592;453.592;SALAMI;70207021;INCAP;sustituto_por_criterio;TRUE;1,00;7
2346;1;2346_1;29;AZUCARES;NA;2;1;1;0;694.074999999998;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
2852;1;2852_1;29;AZUCARES;NA;2;0.25;0.25;0;187.230797035965;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
2612;1;2612_1;16;ACEITE;57;7;1;1;0;302.341937426053;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
2612;1;2612_1;24;PLÁTANO VERDE;NA;1;10;10;0;302.341937426053;1;NA;NA;NA;PLÁTANO VERDE;70212131;INCAP;directa;TRUE;0,66;7
2612;1;2612_1;26;PAPAS;NA;2;5;5;0;302.341937426053;2;453.592;NA;453.592;PAPAS;70211127;INCAP;directa;TRUE;0,75;7
2612;1;2612_1;29;AZUCARES;NA;2;6;6;0;302.341937426053;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
2945;1;2945_1;2;GALLETAS DULCES;NA;1;12;12;0;187.230797035965;1;NA;NA;NA;GALLETAS DULCES;70214002;INCAP;directa;TRUE;1,00;7
2945;1;2945_1;4;HARÍNA DE MAÍZ;56;4;3;4;1;187.230797035965;56;NA;NA;NA;HARÍNA DE MAÍZ;70213031;INCAP;sustituto_por_criterio;TRUE;1,00;7
2945;1;2945_1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;3;7;400;0;187.230797035965;3;1;NA;1;FIEDOS O SPAGUETTIS (PASTAS);70213060;INCAP;directa;TRUE;1,00;7
2945;1;2945_1;7;ARROZ;NA;2;5;5;0;187.230797035965;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
2945;1;2945_1;23;ATÚN EN ACEITE;NA;63;3;3;0;187.230797035965;63;NA;NA;NA;ATÚN EN ACEITE;70208019;INCAP;directa;TRUE;1,00;7
2945;1;2945_1;27;HABICHUELAS SUELTAS;NA;2;2;2;0;187.230797035965;2;453.592;NA;453.592;HABICHUELAS SUELTAS;70209050;INCAP;directa;TRUE;1,00;7
2945;1;2945_1;29;AZUCARES;NA;2;2;2;0;187.230797035965;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
2503;1;2503_1;13;LECHE LÍQUIDA;31;5;2;3;1;378.586363636363;31;NA;NA;NA;LECHE LíQUIDA;70201015;INCAP;directa;TRUE;1,00;7
2503;1;2503_1;16;ACEITE;57;7;0.25;1;0.75;378.586363636363;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
2503;1;2503_1;24;PLÁTANO VERDE;NA;1;10;10;0;378.586363636363;1;NA;NA;NA;PLÁTANO VERDE;70212131;INCAP;directa;TRUE;0,66;7
2503;1;2503_1;25;GUINEITO VERDE;NA;1;20;20;0;378.586363636363;1;NA;NA;NA;GUINEITO VERDE;70212011;INCAP;directa;TRUE;0,66;7
2766;1;2766_1;5;AVENA;56;2;0.5;1;0.5;137.302584493041;56;NA;NA;NA;AVENA;70213008;INCAP;directa;TRUE;1,00;7
2503;1;2503_1;27;HABICHUELAS SUELTAS;NA;2;1.5;2;0.5;378.586363636363;2;453.592;NA;453.592;HABICHUELAS SUELTAS;70209050;INCAP;directa;TRUE;1,00;7
2503;1;2503_1;29;AZUCARES;NA;2;4;5;1;378.586363636363;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
2766;1;2766_1;3;GALLETAS SALADAS;8;3;3;3;0;137.302584493041;8;NA;NA;NA;GALLETAS SALADAS;70214010;INCAP;directa;TRUE;1,00;7
2766;1;2766_1;7;ARROZ;NA;2;4;4;0;137.302584493041;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
2766;1;2766_1;13;LECHE LÍQUIDA;31;7;0.25;0.25;0;137.302584493041;31;NA;NA;NA;LECHE LíQUIDA;70201015;INCAP;directa;TRUE;1,00;7
2766;1;2766_1;15;HUEVOS;NA;1;4;4;0;137.302584493041;1;NA;NA;NA;HUEVOS;70202002;INCAP;directa;TRUE;0,88;7
2766;1;2766_1;16;ACEITE;NA;57;0.5;0.5;0;137.302584493041;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
2766;1;2766_1;29;AZUCARES;NA;2;1;1;0;137.302584493041;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
2947;1;2947_1;4;HARÍNA DE MAÍZ;NA;4;10;10;0;187.230797035965;4;28.3495;NA;28.3495;HARÍNA DE MAÍZ;70213031;INCAP;sustituto_por_criterio;TRUE;1,00;7
2947;1;2947_1;7;ARROZ;NA;2;10;10;0;187.230797035965;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
2947;1;2947_1;16;ACEITE;87;7;0.47;0.47;0;187.230797035965;87;NA;NA;NA;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
3157;1;3157_1;6;FIEDOS O SPAGUETTIS (PASTAS);8;3;1;1;0;1104.13217162584;8;NA;NA;NA;FIEDOS O SPAGUETTIS (PASTAS);70213060;INCAP;directa;TRUE;1,00;7
3157;1;3157_1;7;ARROZ;NA;2;15;15;0;1104.13217162584;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
3157;1;3157_1;14;LECHE EN POLVO;63;3;0.5;1;0.5;1104.13217162584;63;NA;NA;NA;LECHE EN POLVO;7025;INCAP;directa;TRUE;1,00;7
3157;1;3157_1;21;PICA PICA;63;4;1;1;0;1104.13217162584;63;NA;NA;NA;PICA PICA;70208040;INCAP;directa;TRUE;1,00;7
3157;1;3157_1;23;ATÚN EN ACEITE;63;3;1;2;1;1104.13217162584;63;NA;NA;NA;ATÚN EN ACEITE;70208019;INCAP;directa;TRUE;1,00;7
3157;1;3157_1;30;CHOCOLATE O COCOA;87;4;0.5;1;0.5;1104.13217162584;87;NA;NA;NA;CHOCOLATE O COCOA;70217047;INCAP;requiere_revision;TRUE;1,00;7
3374;1;3374_1;4;HARÍNA DE MAÍZ;56;2;2;4;2;347.037499999999;56;NA;NA;NA;HARÍNA DE MAÍZ;70213031;INCAP;sustituto_por_criterio;TRUE;1,00;7
3374;1;3374_1;7;ARROZ;NA;2;15;15;0;347.037499999999;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
3374;1;3374_1;16;ACEITE;57;4;0.25;0.5;0.25;347.037499999999;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
3374;1;3374_1;29;AZUCARES;NA;2;3;3;0;347.037499999999;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
3352;1;3352_1;3;GALLETAS SALADAS;NA;1;7;10;3;347.037499999999;1;NA;NA;NA;GALLETAS SALADAS;70214010;INCAP;directa;TRUE;1,00;7
3352;1;3352_1;4;HARÍNA DE MAÍZ;56;2;0;3;3;347.037499999999;56;NA;NA;NA;HARÍNA DE MAÍZ;70213031;INCAP;sustituto_por_criterio;TRUE;1,00;7
3352;1;3352_1;6;FIEDOS O SPAGUETTIS (PASTAS);56;2;2;3;1;347.037499999999;56;NA;NA;NA;FIEDOS O SPAGUETTIS (PASTAS);70213060;INCAP;directa;TRUE;1,00;7
3352;1;3352_1;10;CARNE DE CERDO;NA;2;1;1;0;347.037499999999;2;453.592;NA;453.592;CARNE DE CERDO;70204003;INCAP;sustituto_por_criterio;TRUE;0,78;7
3352;1;3352_1;13;LECHE LÍQUIDA;63;3;0;3;3;347.037499999999;63;NA;NA;NA;LECHE LíQUIDA;70201015;INCAP;directa;TRUE;1,00;7
3352;1;3352_1;15;HUEVOS;NA;1;6;15;9;347.037499999999;1;NA;NA;NA;HUEVOS;70202002;INCAP;directa;TRUE;0,88;7
3352;1;3352_1;16;ACEITE;20;7;0.25;1;0.75;347.037499999999;20;NA;NA;NA;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
3352;1;3352_1;17;MANTEQUILLA;105;2;0.05;0.25;0.2;347.037499999999;105;NA;NA;NA;MANTEQUILLA;70216015;INCAP;requiere_revision;TRUE;1,00;7
3352;1;3352_1;18;SALAMI;NA;2;1;3;2;347.037499999999;2;453.592;453592;453.592;SALAMI;70207021;INCAP;sustituto_por_criterio;TRUE;1,00;7
3352;1;3352_1;24;PLÁTANO VERDE;NA;1;10;10;0;347.037499999999;1;NA;NA;NA;PLÁTANO VERDE;70212131;INCAP;directa;TRUE;0,66;7
3352;1;3352_1;27;HABICHUELAS SUELTAS;56;2;0;1;1;347.037499999999;56;NA;NA;NA;HABICHUELAS SUELTAS;70209050;INCAP;directa;TRUE;1,00;7
3352;1;3352_1;29;AZUCARES;NA;2;1;1;0;347.037499999999;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
3349;1;3349_1;4;HARÍNA DE MAÍZ;56;2;0;0.5;0.5;347.037499999999;56;NA;NA;NA;HARÍNA DE MAÍZ;70213031;INCAP;sustituto_por_criterio;TRUE;1,00;7
3349;1;3349_1;5;AVENA;NA;2;0.5;1;0.5;347.037499999999;2;453.592;NA;453.592;AVENA;70213008;INCAP;directa;TRUE;1,00;7
3349;1;3349_1;7;ARROZ;NA;2;4;4;0;347.037499999999;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
3349;1;3349_1;10;CARNE DE CERDO;NA;2;3;3;0;347.037499999999;2;453.592;NA;453.592;CARNE DE CERDO;70204003;INCAP;sustituto_por_criterio;TRUE;0,78;7
3349;1;3349_1;15;HUEVOS;NA;1;2;2;0;347.037499999999;1;NA;NA;NA;HUEVOS;70202002;INCAP;directa;TRUE;0,88;7
3349;1;3349_1;16;ACEITE;87;4;1;1;0;347.037499999999;87;NA;NA;NA;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
3349;1;3349_1;17;MANTEQUILLA;105;2;0.15;1;0.85;347.037499999999;105;NA;NA;NA;MANTEQUILLA;70216015;INCAP;requiere_revision;TRUE;1,00;7
3349;1;3349_1;18;SALAMI;NA;2;3;3;0;347.037499999999;2;453.592;453592;453.592;SALAMI;70207021;INCAP;sustituto_por_criterio;TRUE;1,00;7
3349;1;3349_1;24;PLÁTANO VERDE;NA;1;100;100;0;347.037499999999;1;NA;NA;NA;PLÁTANO VERDE;70212131;INCAP;directa;TRUE;0,66;7
3349;1;3349_1;25;GUINEITO VERDE;NA;1;50;70;20;347.037499999999;1;NA;NA;NA;GUINEITO VERDE;70212011;INCAP;directa;TRUE;0,66;7
3349;1;3349_1;27;HABICHUELAS SUELTAS;NA;2;1;1;0;347.037499999999;2;453.592;NA;453.592;HABICHUELAS SUELTAS;70209050;INCAP;directa;TRUE;1,00;7
3349;1;3349_1;29;AZUCARES;NA;2;0.5;0.5;0;347.037499999999;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
3350;1;3350_1;5;AVENA;NA;2;1;1;0;347.037499999999;2;453.592;NA;453.592;AVENA;70213008;INCAP;directa;TRUE;1,00;7
3350;1;3350_1;24;PLÁTANO VERDE;NA;1;20;20;0;347.037499999999;1;NA;NA;NA;PLÁTANO VERDE;70212131;INCAP;directa;TRUE;0,66;7
3459;1;3459_1;15;HUEVOS;NA;1;1;1;0;277.006944444444;1;NA;NA;NA;HUEVOS;70202002;INCAP;directa;TRUE;0,88;7
3459;1;3459_1;16;ACEITE;98;4;0.5;0.5;0;277.006944444444;98;NA;NA;NA;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
3434;1;3434_1;7;ARROZ;NA;2;3;3;0;277.006944444444;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
3434;1;3434_1;13;LECHE LÍQUIDA;NA;20;2;2;0;277.006944444444;20;NA;NA;NA;LECHE LíQUIDA;70201015;INCAP;directa;TRUE;1,00;7
3434;1;3434_1;15;HUEVOS;NA;1;6;6;0;277.006944444444;1;NA;NA;NA;HUEVOS;70202002;INCAP;directa;TRUE;0,88;7
3434;1;3434_1;16;ACEITE;87;2;0.25;0.25;0;277.006944444444;87;NA;NA;NA;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
3434;1;3434_1;24;PLÁTANO VERDE;NA;1;6;6;0;277.006944444444;1;NA;NA;NA;PLÁTANO VERDE;70212131;INCAP;directa;TRUE;0,66;7
3434;1;3434_1;27;HABICHUELAS SUELTAS;NA;2;1;1;0;277.006944444444;2;453.592;NA;453.592;HABICHUELAS SUELTAS;70209050;INCAP;directa;TRUE;1,00;7
3434;1;3434_1;29;AZUCARES;NA;2;1;1;0;277.006944444444;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
3433;1;3433_1;4;HARÍNA DE MAÍZ;56;4;2;2;0;277.006944444444;56;NA;NA;NA;HARÍNA DE MAÍZ;70213031;INCAP;sustituto_por_criterio;TRUE;1,00;7
3433;1;3433_1;7;ARROZ;NA;2;8;8;0;277.006944444444;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
3433;1;3433_1;11;PESCADO;NA;2;4;4;0;277.006944444444;2;453.592;NA;453.592;PESCADO;70208049;INCAP;sustituto_por_criterio;TRUE;0,51;7
3433;1;3433_1;13;LECHE LÍQUIDA;NA;20;2;2;0;277.006944444444;20;NA;NA;NA;LECHE LíQUIDA;70201015;INCAP;directa;TRUE;1,00;7
3433;1;3433_1;16;ACEITE;57;2;0.25;0.5;0.25;277.006944444444;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
3433;1;3433_1;24;PLÁTANO VERDE;NA;1;15;15;0;277.006944444444;1;NA;NA;NA;PLÁTANO VERDE;70212131;INCAP;directa;TRUE;0,66;7
3433;1;3433_1;25;GUINEITO VERDE;NA;1;12;12;0;277.006944444444;1;NA;NA;NA;GUINEITO VERDE;70212011;INCAP;directa;TRUE;0,66;7
3433;1;3433_1;26;PAPAS;NA;2;4;8;4;277.006944444444;2;453.592;NA;453.592;PAPAS;70211127;INCAP;directa;TRUE;0,75;7
3433;1;3433_1;29;AZUCARES;NA;2;2;2;0;277.006944444444;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
3435;1;3435_1;1;PANES;NA;1;7;7;0;277.006944444444;1;NA;NA;NA;PANES;70214131;INCAP;sustituto_por_criterio;TRUE;1,00;7
3435;1;3435_1;3;GALLETAS SALADAS;NA;8;8;8;0;277.006944444444;8;NA;NA;NA;GALLETAS SALADAS;70214010;INCAP;directa;TRUE;1,00;7
4756;1;4756_1;6;FIEDOS O SPAGUETTIS (PASTAS);56;3;2;3;1;272.107743683448;56;NA;NA;NA;FIEDOS O SPAGUETTIS (PASTAS);70213060;INCAP;directa;TRUE;1,00;7
4756;1;4756_1;7;ARROZ;NA;2;6;6;0;272.107743683448;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
4756;1;4756_1;14;LECHE EN POLVO;56;3;0.25;0.5;0.25;272.107743683448;56;NA;NA;NA;LECHE EN POLVO;7025;INCAP;directa;TRUE;1,00;7
4756;1;4756_1;15;HUEVOS;NA;1;7;7;0;272.107743683448;1;NA;NA;NA;HUEVOS;70202002;INCAP;directa;TRUE;0,88;7
4756;1;4756_1;16;ACEITE;57;7;0.25;0.75;0.5;272.107743683448;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
4756;1;4756_1;17;MANTEQUILLA;105;3;0.25;0.5;0.25;272.107743683448;105;NA;NA;NA;MANTEQUILLA;70216015;INCAP;requiere_revision;TRUE;1,00;7
4756;1;4756_1;25;GUINEITO VERDE;NA;1;3;3;0;272.107743683448;1;NA;NA;NA;GUINEITO VERDE;70212011;INCAP;directa;TRUE;0,66;7
4756;1;4756_1;26;PAPAS;NA;2;2;2;0;272.107743683448;2;453.592;NA;453.592;PAPAS;70211127;INCAP;directa;TRUE;0,75;7
4756;1;4756_1;29;AZUCARES;NA;2;2;2;0;272.107743683448;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
4756;1;4756_1;30;CHOCOLATE O COCOA;99;3;6;6;0;272.107743683448;99;NA;NA;NA;CHOCOLATE O COCOA;70217047;INCAP;requiere_revision;TRUE;1,00;7
4729;1;4729_1;3;GALLETAS SALADAS;NA;1;9;9;0;272.107743683448;1;NA;NA;NA;GALLETAS SALADAS;70214010;INCAP;directa;TRUE;1,00;7
4729;1;4729_1;4;HARÍNA DE MAÍZ;56;4;0;1;1;272.107743683448;56;NA;NA;NA;HARÍNA DE MAÍZ;70213031;INCAP;sustituto_por_criterio;TRUE;1,00;7
4729;1;4729_1;5;AVENA;56;4;0;1;1;272.107743683448;56;NA;NA;NA;AVENA;70213008;INCAP;directa;TRUE;1,00;7
4729;1;4729_1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;2;1;1;0;272.107743683448;2;453.592;NA;453.592;FIEDOS O SPAGUETTIS (PASTAS);70213060;INCAP;directa;TRUE;1,00;7
4729;1;4729_1;7;ARROZ;NA;2;18;30;12;272.107743683448;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
4729;1;4729_1;14;LECHE EN POLVO;NA;2;0.5;1;0.5;272.107743683448;2;453.592;NA;453.592;LECHE EN POLVO;7025;INCAP;directa;TRUE;1,00;7
4729;1;4729_1;16;ACEITE;57;7;0.5;0.5;0;272.107743683448;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
4729;1;4729_1;18;SALAMI;NA;2;5;5;0;272.107743683448;2;453.592;453592;453.592;SALAMI;70207021;INCAP;sustituto_por_criterio;TRUE;1,00;7
4729;1;4729_1;20;SARDINAS EN ACEITE;63;4;2;2;0;272.107743683448;63;NA;NA;NA;SARDINAS EN ACEITE;70208039;INCAP;directa;TRUE;1,00;7
4729;1;4729_1;27;HABICHUELAS SUELTAS;NA;2;3;3;0;272.107743683448;2;453.592;NA;453.592;HABICHUELAS SUELTAS;70209050;INCAP;directa;TRUE;1,00;7
4729;1;4729_1;29;AZUCARES;NA;2;3;3;0;272.107743683448;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
4765;1;4765_1;5;AVENA;56;4;0.5;1;0.5;171.628230616302;56;NA;NA;NA;AVENA;70213008;INCAP;directa;TRUE;1,00;7
4765;1;4765_1;16;ACEITE;57;2;0.25;0.5;0.25;171.628230616302;57;3785.41;3785410;3785.41;ACEITE;70216010;INCAP;directa;TRUE;1,00;7
4792;1;4792_1;4;HARÍNA DE MAÍZ;56;4;2;4;2;257.442345924452;56;NA;NA;NA;HARÍNA DE MAÍZ;70213031;INCAP;sustituto_por_criterio;TRUE;1,00;7
4792;1;4792_1;5;AVENA;56;3;0.5;1;0.5;257.442345924452;56;NA;NA;NA;AVENA;70213008;INCAP;directa;TRUE;1,00;7
4792;1;4792_1;6;FIEDOS O SPAGUETTIS (PASTAS);8;4;1;1;0;257.442345924452;8;NA;NA;NA;FIEDOS O SPAGUETTIS (PASTAS);70213060;INCAP;directa;TRUE;1,00;7
4792;1;4792_1;7;ARROZ;NA;2;15;20;5;257.442345924452;2;453.592;NA;453.592;ARROZ;70213002;INCAP;directa;TRUE;1,00;7
4792;1;4792_1;14;LECHE EN POLVO;56;3;0.5;1;0.5;257.442345924452;56;NA;NA;NA;LECHE EN POLVO;7025;INCAP;directa;TRUE;1,00;7
4792;1;4792_1;17;MANTEQUILLA;105;2;0.5;1;0.5;257.442345924452;105;NA;NA;NA;MANTEQUILLA;70216015;INCAP;requiere_revision;TRUE;1,00;7
4792;1;4792_1;29;AZUCARES;NA;2;1;1;0;257.442345924452;2;453.592;NA;453.592;AZUCARES;70215001;INCAP;directa;TRUE;1,00;7
4792;1;4792_1;30;CHOCOLATE O COCOA;99;3;3;3;0;257.442345924452;99;NA;NA;NA;CHOCOLATE O COCOA;70217047;INCAP;requiere_revision;TRUE;1,00;7
4828;1;4828_1;3;GALLETAS SALADAS;8;3;2;2;0;257.442345924452;8;NA;NA;NA;GALLETAS SALADAS;70214010;INCAP;directa;TRUE;1,00;7
4828;1;4828_1;5;AVENA;98;3;0.5;1;0.5;257.442345924452;98;NA;NA;NA;AVENA;70213008;INCAP;directa;TRUE;1,00;7
4828;1;4828_1;6;FIEDOS O SPAGUETTIS (PASTAS);56;4;1;1;0;257.442345924452;56;NA;NA;NA;FIEDOS O SPAGUETTIS (PASTAS);70213060;INCAP;directa;TRUE;1,00;7
4828;1;4828_1;13;LECHE LÍQUIDA;23;4;0.5;1;0.5;257.442345924452;23;NA;NA;NA;LECHE LíQUIDA;70201015;INCAP;directa;TRUE;1,00;7
4828;1;4828_1;15;HUEVOS;NA;1;1;1;0;257.442345924452;1;NA;NA;NA;HUEVOS;70202002;INCAP;directa;TRUE;0,88;7
